Genotype	day	phase	value	n_batches
"DGRP397"	5	"Day sleep (ZT0-8)"	268	1
"DGRP397"	6	"Day sleep (ZT0-8)"	270.5	1
"DGRP405"	1	"Day sleep (ZT0-8)"	264.5	1
"DGRP405"	2	"Day sleep (ZT0-8)"	269	1
"DGRP405"	3	"Day sleep (ZT0-8)"	263.5	1
"DGRP405"	4	"Day sleep (ZT0-8)"	274.5	1
"DGRP405"	5	"Day sleep (ZT0-8)"	281.5	1
"DGRP405"	6	"Day sleep (ZT0-8)"	287.5	1
"DGRP406"	1	"Day sleep (ZT0-8)"	289	1
"DGRP406"	2	"Day sleep (ZT0-8)"	336.5	1
"DGRP406"	3	"Day sleep (ZT0-8)"	363	1
"DGRP406"	4	"Day sleep (ZT0-8)"	345.5	1
"DGRP406"	5	"Day sleep (ZT0-8)"	330	1
"DGRP406"	6	"Day sleep (ZT0-8)"	315	1
"DGRP426"	1	"Day sleep (ZT0-8)"	395	1
"DGRP426"	2	"Day sleep (ZT0-8)"	374	1
"DGRP426"	3	"Day sleep (ZT0-8)"	369	1
"DGRP426"	4	"Day sleep (ZT0-8)"	346	1
"DGRP426"	5	"Day sleep (ZT0-8)"	260	1
"DGRP426"	6	"Day sleep (ZT0-8)"	288	1
"DGRP427"	1	"Day sleep (ZT0-8)"	274.5	1
"DGRP427"	2	"Day sleep (ZT0-8)"	214	1
"DGRP427"	3	"Day sleep (ZT0-8)"	168.5	1
"DGRP427"	4	"Day sleep (ZT0-8)"	166	1
"DGRP427"	5	"Day sleep (ZT0-8)"	178.5	1
"DGRP427"	6	"Day sleep (ZT0-8)"	163	1
"DGRP439"	1	"Day sleep (ZT0-8)"	344	1
"DGRP439"	2	"Day sleep (ZT0-8)"	360	1
"DGRP439"	3	"Day sleep (ZT0-8)"	342	1
"DGRP439"	4	"Day sleep (ZT0-8)"	283	1
"DGRP439"	5	"Day sleep (ZT0-8)"	257	1
"DGRP439"	6	"Day sleep (ZT0-8)"	263	1
"DGRP440"	1	"Day sleep (ZT0-8)"	242	1
"DGRP440"	2	"Day sleep (ZT0-8)"	191	1
"DGRP440"	3	"Day sleep (ZT0-8)"	180	1
"DGRP440"	4	"Day sleep (ZT0-8)"	215	1
"DGRP440"	5	"Day sleep (ZT0-8)"	210	1
"DGRP440"	6	"Day sleep (ZT0-8)"	241	1
"DGRP443"	1	"Day sleep (ZT0-8)"	311	1
"DGRP443"	2	"Day sleep (ZT0-8)"	289	1
"DGRP443"	3	"Day sleep (ZT0-8)"	256	1
"DGRP443"	4	"Day sleep (ZT0-8)"	248	1
"DGRP443"	5	"Day sleep (ZT0-8)"	241	1
"DGRP443"	6	"Day sleep (ZT0-8)"	258	1
"DGRP461"	1	"Day sleep (ZT0-8)"	299	1
"DGRP461"	2	"Day sleep (ZT0-8)"	386.5	1
"DGRP461"	3	"Day sleep (ZT0-8)"	399.5	1
"DGRP461"	4	"Day sleep (ZT0-8)"	358.5	1
"DGRP461"	5	"Day sleep (ZT0-8)"	362	1
"DGRP461"	6	"Day sleep (ZT0-8)"	322.67223382046	1
"DGRP505"	1	"Day sleep (ZT0-8)"	268.5	1
"DGRP505"	2	"Day sleep (ZT0-8)"	305	1
"DGRP505"	3	"Day sleep (ZT0-8)"	309.5	1
"DGRP505"	4	"Day sleep (ZT0-8)"	327.5	1
"DGRP505"	5	"Day sleep (ZT0-8)"	334.5	1
"DGRP505"	6	"Day sleep (ZT0-8)"	309.144050104384	1
"DGRP491"	1	"Day sleep (ZT0-8)"	357.75	2
"DGRP491"	2	"Day sleep (ZT0-8)"	350.75	2
"DGRP491"	3	"Day sleep (ZT0-8)"	341	2
"DGRP491"	4	"Day sleep (ZT0-8)"	366.75	2
"DGRP491"	5	"Day sleep (ZT0-8)"	367.25	2
"DGRP491"	6	"Day sleep (ZT0-8)"	337.376826722338	2
"DGRP509"	1	"Day sleep (ZT0-8)"	408.5	1
"DGRP509"	2	"Day sleep (ZT0-8)"	412.5	1
"DGRP509"	3	"Day sleep (ZT0-8)"	391	1
"DGRP509"	4	"Day sleep (ZT0-8)"	311.5	1
"DGRP509"	5	"Day sleep (ZT0-8)"	275	1
"DGRP509"	6	"Day sleep (ZT0-8)"	210.43841336117	1
"DGRP528"	1	"Day sleep (ZT0-8)"	324	2
"DGRP528"	2	"Day sleep (ZT0-8)"	372.75	2
"DGRP528"	3	"Day sleep (ZT0-8)"	396.75	2
"DGRP528"	4	"Day sleep (ZT0-8)"	327.75	2
"DGRP528"	5	"Day sleep (ZT0-8)"	308.25	2
"DGRP528"	6	"Day sleep (ZT0-8)"	223.745302713987	2
"DGRP535"	1	"Day sleep (ZT0-8)"	172.75	2
"DGRP535"	2	"Day sleep (ZT0-8)"	184	2
"DGRP535"	3	"Day sleep (ZT0-8)"	233.25	2
"DGRP535"	4	"Day sleep (ZT0-8)"	206.5	2
"DGRP535"	5	"Day sleep (ZT0-8)"	232.5	2
"DGRP535"	6	"Day sleep (ZT0-8)"	200.253653444677	2
"DGRP551"	1	"Day sleep (ZT0-8)"	326	1
"DGRP551"	2	"Day sleep (ZT0-8)"	328.5	1
"DGRP551"	3	"Day sleep (ZT0-8)"	293	1
"DGRP551"	4	"Day sleep (ZT0-8)"	248.5	1
"DGRP551"	5	"Day sleep (ZT0-8)"	218.5	1
"DGRP551"	6	"Day sleep (ZT0-8)"	203.423799582464	1
"DGRP559"	1	"Day sleep (ZT0-8)"	312	1
"DGRP559"	2	"Day sleep (ZT0-8)"	339.707724425887	1
"DGRP559"	3	"Day sleep (ZT0-8)"	275	1
"DGRP559"	4	"Day sleep (ZT0-8)"	216	1
"DGRP559"	5	"Day sleep (ZT0-8)"	249	1
"DGRP559"	6	"Day sleep (ZT0-8)"	234	1
"DGRP563"	1	"Day sleep (ZT0-8)"	340.5	1
"DGRP563"	2	"Day sleep (ZT0-8)"	281.586638830898	1
"DGRP563"	3	"Day sleep (ZT0-8)"	244.5	1
"DGRP563"	4	"Day sleep (ZT0-8)"	193.5	1
"DGRP563"	5	"Day sleep (ZT0-8)"	177.5	1
"DGRP563"	6	"Day sleep (ZT0-8)"	157.5	1
"DGRP566"	1	"Day sleep (ZT0-8)"	254	1
"DGRP566"	2	"Day sleep (ZT0-8)"	166.346555323591	1
"DGRP566"	3	"Day sleep (ZT0-8)"	79	1
"DGRP566"	4	"Day sleep (ZT0-8)"	93	1
"DGRP566"	5	"Day sleep (ZT0-8)"	30	1
"DGRP566"	6	"Day sleep (ZT0-8)"	16	1
"DGRP627"	1	"Day sleep (ZT0-8)"	277	1
"DGRP627"	2	"Day sleep (ZT0-8)"	237.494780793319	1
"DGRP627"	3	"Day sleep (ZT0-8)"	249	1
"DGRP627"	4	"Day sleep (ZT0-8)"	177	1
"DGRP627"	5	"Day sleep (ZT0-8)"	284	1
"DGRP627"	6	"Day sleep (ZT0-8)"	319	1
"DGRP630"	1	"Day sleep (ZT0-8)"	367.75	2
"DGRP630"	2	"Day sleep (ZT0-8)"	404.683194154489	2
"DGRP630"	3	"Day sleep (ZT0-8)"	381.5	2
"DGRP630"	4	"Day sleep (ZT0-8)"	381.5	2
"DGRP630"	5	"Day sleep (ZT0-8)"	367	2
"DGRP630"	6	"Day sleep (ZT0-8)"	347	2
"DGRP721"	1	"Day sleep (ZT0-8)"	199	1
"DGRP721"	2	"Day sleep (ZT0-8)"	47.098121085595	1
"DGRP721"	3	"Day sleep (ZT0-8)"	137	1
"DGRP721"	4	"Day sleep (ZT0-8)"	83	1
"DGRP721"	5	"Day sleep (ZT0-8)"	57	1
"DGRP721"	6	"Day sleep (ZT0-8)"	47	1
"DGRP748"	1	"Day sleep (ZT0-8)"	311.5	2
"DGRP748"	2	"Day sleep (ZT0-8)"	311.622651356994	2
"DGRP748"	3	"Day sleep (ZT0-8)"	283.5	2
"DGRP748"	4	"Day sleep (ZT0-8)"	271.5	2
"DGRP748"	5	"Day sleep (ZT0-8)"	286.5	2
"DGRP748"	6	"Day sleep (ZT0-8)"	294.5	2
"DGRP757"	1	"Day sleep (ZT0-8)"	308	2
"DGRP757"	2	"Day sleep (ZT0-8)"	285.395615866388	2
"DGRP757"	3	"Day sleep (ZT0-8)"	316	2
"DGRP757"	4	"Day sleep (ZT0-8)"	241.25	2
"DGRP757"	5	"Day sleep (ZT0-8)"	258	2
"DGRP757"	6	"Day sleep (ZT0-8)"	234.5	2
"DGRP776"	1	"Day sleep (ZT0-8)"	351	1
"DGRP776"	2	"Day sleep (ZT0-8)"	360.751565762004	1
"DGRP776"	3	"Day sleep (ZT0-8)"	339	1
"DGRP776"	4	"Day sleep (ZT0-8)"	309	1
"DGRP776"	5	"Day sleep (ZT0-8)"	304	1
"DGRP776"	6	"Day sleep (ZT0-8)"	285	1
"DGRP73"	1	"Day sleep (ZT0-8)"	278	1
"DGRP73"	2	"Day sleep (ZT0-8)"	318	1
"DGRP73"	3	"Day sleep (ZT0-8)"	347.5	1
"DGRP73"	4	"Day sleep (ZT0-8)"	324	1
"DGRP73"	5	"Day sleep (ZT0-8)"	339	1
"DGRP73"	6	"Day sleep (ZT0-8)"	335	1
"DGRP761"	1	"Day sleep (ZT0-8)"	308	1
"DGRP761"	2	"Day sleep (ZT0-8)"	290	1
"DGRP761"	3	"Day sleep (ZT0-8)"	271	1
"DGRP761"	4	"Day sleep (ZT0-8)"	295	1
"DGRP761"	5	"Day sleep (ZT0-8)"	292	1
"DGRP761"	6	"Day sleep (ZT0-8)"	284	1
"DGRP801"	1	"Day sleep (ZT0-8)"	351.5	1
"DGRP801"	2	"Day sleep (ZT0-8)"	336.5	1
"DGRP801"	3	"Day sleep (ZT0-8)"	336	1
"DGRP801"	4	"Day sleep (ZT0-8)"	344.5	1
"DGRP801"	5	"Day sleep (ZT0-8)"	352	1
"DGRP801"	6	"Day sleep (ZT0-8)"	345.5	1
"DGRP805"	1	"Day sleep (ZT0-8)"	290.5	1
"DGRP805"	2	"Day sleep (ZT0-8)"	281.5	1
"DGRP805"	3	"Day sleep (ZT0-8)"	296.5	1
"DGRP805"	4	"Day sleep (ZT0-8)"	286.5	1
"DGRP805"	5	"Day sleep (ZT0-8)"	299.5	1
"DGRP805"	6	"Day sleep (ZT0-8)"	292.5	1
"DGRP818"	1	"Day sleep (ZT0-8)"	364.5	1
"DGRP818"	2	"Day sleep (ZT0-8)"	349	1
"DGRP818"	3	"Day sleep (ZT0-8)"	331	1
"DGRP818"	4	"Day sleep (ZT0-8)"	308.5	1
"DGRP818"	5	"Day sleep (ZT0-8)"	308.5	1
"DGRP818"	6	"Day sleep (ZT0-8)"	317	1
"DGRP819"	1	"Day sleep (ZT0-8)"	250	1
"DGRP819"	2	"Day sleep (ZT0-8)"	232	1
"DGRP819"	3	"Day sleep (ZT0-8)"	216	1
"DGRP819"	4	"Day sleep (ZT0-8)"	209	1
"DGRP819"	5	"Day sleep (ZT0-8)"	211	1
"DGRP819"	6	"Day sleep (ZT0-8)"	173	1
"DGRP69"	1	"Day sleep (ZT0-8)"	390.5	2
"DGRP69"	2	"Day sleep (ZT0-8)"	414	2
"DGRP69"	3	"Day sleep (ZT0-8)"	383.75	2
"DGRP69"	4	"Day sleep (ZT0-8)"	363.25	2
"DGRP69"	5	"Day sleep (ZT0-8)"	360.25	2
"DGRP69"	6	"Day sleep (ZT0-8)"	319.75	2
"DGRP195"	1	"Day sleep (ZT0-8)"	380	2
"DGRP195"	2	"Day sleep (ZT0-8)"	359	2
"DGRP195"	3	"Day sleep (ZT0-8)"	350.5	2
"DGRP195"	4	"Day sleep (ZT0-8)"	347.75	2
"DGRP195"	5	"Day sleep (ZT0-8)"	342.75	2
"DGRP195"	6	"Day sleep (ZT0-8)"	337.25	2
"DGRP812"	1	"Day sleep (ZT0-8)"	300	1
"DGRP812"	2	"Day sleep (ZT0-8)"	395	1
"DGRP812"	3	"Day sleep (ZT0-8)"	375	1
"DGRP812"	4	"Day sleep (ZT0-8)"	425	1
"DGRP812"	5	"Day sleep (ZT0-8)"	386	1
"DGRP812"	6	"Day sleep (ZT0-8)"	363	1
"DGRP850"	1	"Day sleep (ZT0-8)"	222	1
"DGRP850"	2	"Day sleep (ZT0-8)"	220	1
"DGRP850"	3	"Day sleep (ZT0-8)"	236	1
"DGRP850"	4	"Day sleep (ZT0-8)"	228	1
"DGRP850"	5	"Day sleep (ZT0-8)"	237	1
"DGRP850"	6	"Day sleep (ZT0-8)"	226	1
"DGRP855"	1	"Day sleep (ZT0-8)"	234	1
"DGRP855"	2	"Day sleep (ZT0-8)"	311	1
"DGRP855"	3	"Day sleep (ZT0-8)"	296.5	1
"DGRP855"	4	"Day sleep (ZT0-8)"	304	1
"DGRP855"	5	"Day sleep (ZT0-8)"	290	1
"DGRP855"	6	"Day sleep (ZT0-8)"	270.5	1
"DGRP857"	1	"Day sleep (ZT0-8)"	229	1
"DGRP857"	2	"Day sleep (ZT0-8)"	168	1
"DGRP857"	3	"Day sleep (ZT0-8)"	122.5	1
"DGRP857"	4	"Day sleep (ZT0-8)"	101.5	1
"DGRP857"	5	"Day sleep (ZT0-8)"	83.5	1
"DGRP857"	6	"Day sleep (ZT0-8)"	32	1
"DGRP861"	1	"Day sleep (ZT0-8)"	60	1
"DGRP861"	2	"Day sleep (ZT0-8)"	70	1
"DGRP861"	3	"Day sleep (ZT0-8)"	73	1
"DGRP861"	4	"Day sleep (ZT0-8)"	49.5	1
"DGRP861"	5	"Day sleep (ZT0-8)"	47	1
"DGRP861"	6	"Day sleep (ZT0-8)"	130	1
"DGRP879"	1	"Day sleep (ZT0-8)"	372	1
"DGRP879"	2	"Day sleep (ZT0-8)"	374	1
"DGRP879"	3	"Day sleep (ZT0-8)"	374	1
"DGRP879"	4	"Day sleep (ZT0-8)"	348	1
"DGRP879"	5	"Day sleep (ZT0-8)"	370	1
"DGRP879"	6	"Day sleep (ZT0-8)"	341	1
"DGRP900"	1	"Day sleep (ZT0-8)"	260.5	1
"DGRP900"	2	"Day sleep (ZT0-8)"	294	1
"DGRP900"	3	"Day sleep (ZT0-8)"	225.5	1
"DGRP900"	4	"Day sleep (ZT0-8)"	194	1
"DGRP900"	5	"Day sleep (ZT0-8)"	202.5	1
"DGRP900"	6	"Day sleep (ZT0-8)"	166	1
"DGRP382"	1	"Day sleep (ZT0-8)"	406.75	2
"DGRP382"	2	"Day sleep (ZT0-8)"	362	2
"DGRP382"	3	"Day sleep (ZT0-8)"	306	2
"DGRP382"	4	"Day sleep (ZT0-8)"	306.75	2
"DGRP382"	5	"Day sleep (ZT0-8)"	320.5	2
"DGRP382"	6	"Day sleep (ZT0-8)"	301.75	2
"DGRP589"	1	"Day sleep (ZT0-8)"	387	1
"DGRP589"	2	"Day sleep (ZT0-8)"	380	1
"DGRP589"	3	"Day sleep (ZT0-8)"	358	1
"DGRP589"	4	"Day sleep (ZT0-8)"	333	1
"DGRP589"	5	"Day sleep (ZT0-8)"	323	1
"DGRP589"	6	"Day sleep (ZT0-8)"	317	1
"DGRP802"	1	"Day sleep (ZT0-8)"	381	1
"DGRP802"	2	"Day sleep (ZT0-8)"	387	1
"DGRP802"	3	"Day sleep (ZT0-8)"	347	1
"DGRP802"	4	"Day sleep (ZT0-8)"	348	1
"DGRP802"	5	"Day sleep (ZT0-8)"	323	1
"DGRP802"	6	"Day sleep (ZT0-8)"	329	1
"DGRP810"	1	"Day sleep (ZT0-8)"	282	1
"DGRP810"	2	"Day sleep (ZT0-8)"	248	1
"DGRP810"	3	"Day sleep (ZT0-8)"	221	1
"DGRP810"	4	"Day sleep (ZT0-8)"	198.5	1
"DGRP810"	5	"Day sleep (ZT0-8)"	177	1
"DGRP810"	6	"Day sleep (ZT0-8)"	190.5	1
"DGRP821"	1	"Day sleep (ZT0-8)"	261.5	2
"DGRP821"	2	"Day sleep (ZT0-8)"	305.75	2
"DGRP821"	3	"Day sleep (ZT0-8)"	343.5	2
"DGRP821"	4	"Day sleep (ZT0-8)"	314.75	2
"DGRP821"	5	"Day sleep (ZT0-8)"	299	2
"DGRP821"	6	"Day sleep (ZT0-8)"	328.25	2
"DGRP911"	1	"Day sleep (ZT0-8)"	293	1
"DGRP911"	2	"Day sleep (ZT0-8)"	282	1
"DGRP911"	3	"Day sleep (ZT0-8)"	247	1
"DGRP911"	4	"Day sleep (ZT0-8)"	210	1
"DGRP911"	5	"Day sleep (ZT0-8)"	196	1
"DGRP911"	6	"Day sleep (ZT0-8)"	190.5	1
"DGRP83"	1	"Day sleep (ZT0-8)"	267	1
"DGRP83"	2	"Day sleep (ZT0-8)"	314	1
"DGRP83"	3	"Day sleep (ZT0-8)"	357	1
"DGRP83"	4	"Day sleep (ZT0-8)"	383	1
"DGRP83"	5	"Day sleep (ZT0-8)"	342	1
"DGRP83"	6	"Day sleep (ZT0-8)"	380	1
