phenotype	Batch	Genotype	value	n_flies	n_retained	mad	q25	q75	metric	contrast	family	selection_class
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP69"	-2.92815405018875	16	16	0.446931026696876	-3.19755872115973	-2.48281355417572	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP181"	-1.00620854737678	25	25	0.883003115750811	-1.60178598953975	-0.435940846785515	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP195"	-2.32111634897104	11	11	0.307149286192244	-2.54175701607331	-2.12376944088011	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP336"	-2.45726838522292	14	14	0.446805056576642	-2.534670094218	-2.14569408353384	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP812"	-2.942572610701	17	17	0.894558154766328	-3.41343493600508	-2.21775041844391	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP850"	-1.43777629531011	19	19	0.483402388322825	-1.7861196944448	-1.26851184029838	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP855"	-1.72695789475613	22	22	0.460759810341074	-2.03125155895353	-1.45254357968845	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP857"	-0.537579902114004	28	28	0.313760610536195	-0.832575583870708	-0.399826300324441	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP861"	-0.482309535087691	20	20	1.01973860809586	-1.18238355850091	-0.0571724600790258	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP879"	-2.39324696704728	19	19	0.239435210261492	-2.687010680274	-2.2409045067992	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch24_DGRP"	"DGRP900"	-1.35112663245146	28	28	0.691735214788089	-1.80055443360555	-0.918146731430273	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"CS"	-1.69511732604889	29	29	0.447431912034113	-1.99170929591906	-1.33247482853745	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP382"	-2.20679063834135	12	12	0.830068800992937	-2.57714519990359	-1.66340771897064	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP391"	-1.35191282373442	21	21	0.5390529680613	-2.12903812002888	-1.07449705237883	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP508"	-0.841400620550071	7	7	0.261077157148392	-0.914326421756831	-0.486654046190039	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP513"	-1.73528364026157	16	16	0.497777121296548	-1.98568948088592	-1.27940640935885	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP589"	-2.71100486431697	21	21	0.332659610314709	-2.88013772583615	-2.34894336648361	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP765"	-0.727260388196048	27	27	0.783358022869932	-1.39085921163617	-0.336991410791327	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP802"	-2.41645277075348	23	23	0.441660858199161	-2.6503985868542	-2.18463385589682	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP810"	-1.30253048320223	30	30	0.346645932536935	-1.61847544586616	-1.228761152185	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP821"	-2.40304424920007	14	14	0.766901525460727	-2.92901301017571	-2.03010929765974	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch25_DGRP"	"DGRP911"	-1.50487313786471	24	24	0.387877446415075	-1.68384947906594	-0.938646285587176	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"CS"	-1.2133744500074	31	31	0.492040721604056	-1.60569261276344	-0.945275235927509	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP26"	-2.15836214476593	30	30	0.311090126650419	-2.2627962553215	-1.91083026189813	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP83"	-2.90532151628981	17	17	0.580857121748781	-3.39605894346484	-2.7438252017661	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP189"	-1.59081540753051	27	27	0.555699972723446	-2.06827637592239	-1.38225757530611	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP195"	-2.29571937826503	22	22	0.389346430572527	-2.59922072280035	-2.16241997699815	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP235"	-1.96804029794789	17	17	0.521684115831932	-2.31991141344224	-1.67083829562503	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP309"	-1.66038728004462	29	29	0.576549193156557	-1.97340904509196	-1.27106716700077	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP319"	-2.68914166623077	11	11	0.334897371307507	-2.79360039346841	-2.43371954763673	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP320"	-2.58826403644883	23	23	0.553089466098725	-2.87486475918392	-2.21172939031206	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP332"	-2.12976988203376	26	26	0.396936696270248	-2.38641809134148	-1.86784878601373	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP382"	-2.05566041090912	20	20	0.669695569915027	-2.50488602720172	-1.77454796186062	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP391"	-0.720179837905589	29	29	0.620100881278532	-1.34879623241155	-0.474805132874096	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch26_DGRP"	"DGRP491"	-2.24895046954908	31	31	0.499076257217847	-2.58089093717246	-1.97295934082413	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"CS"	-0.743977454313667	29	29	0.55772353973471	-1.14857077346615	-0.467078835016913	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"DGRP40"	-1.3850736750564	20	20	0.834391082575041	-2.01154893186771	-0.949418008771433	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"DGRP336"	-1.62738683847854	10	10	0.205000148661643	-1.80590893999452	-1.51576321525854	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"DGRP513"	-1.44897801334397	24	24	0.407899547357241	-1.73153487204551	-1.18285635647818	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"DGRP517"	-1.51744936775015	26	26	0.430165328029508	-1.78762314583993	-1.22411633913588	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"DGRP630"	-2.40275899357032	28	28	0.75949658044765	-3.01222012159515	-1.9575184346487	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"DGRP748"	-1.704407107109	28	28	0.416038667848394	-2.02461229772622	-1.48088000526045	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"DGRP765"	-0.705710973084071	30	30	0.334947662012847	-1.02134370640266	-0.523788090184878	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch27_DGRP"	"DGRP821"	-2.11676349028283	16	16	0.637384449460458	-2.36925833691544	-1.60241210821796	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch28_DGRP"	"CS"	-1.49124346520924	27	27	0.556010081181728	-1.85896450125339	-1.1191055711149	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch28_DGRP"	"DGRP409"	-3.06284072676171	20	20	0.617560433904603	-3.19272518421877	-2.6274012268253	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch28_DGRP"	"DGRP83"	-2.81920283838415	2	2	0.392867859965689	-2.95169570900525	-2.68670996776305	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch28_DGRP"	"DGRP437"	-1.40079601026484	27	27	0.444813854574383	-1.81817647307497	-1.19354025821159	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch28_DGRP"	"DGRP757"	-1.15069502521568	24	24	0.685860559119894	-1.6632601763639	-0.793222742521521	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch28_DGRP"	"DGRP386"	-1.93617954206946	25	25	0.436307771103082	-2.25361715571594	-1.72064424003823	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"CS"	-1.58503816967162	26	26	0.52326667005759	-2.09403958730966	-1.25353813727799	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"DGRP239"	-2.06707346521599	26	26	0.327397491362577	-2.27129172933966	-1.75920040015848	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"DGRP319"	-3.3120642151789	25	25	0.449383828982094	-3.78034188721616	-3.09212589707838	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"DGRP321"	-1.45807093310159	30	30	0.589506069505602	-1.76388164601032	-1.03283188802636	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"DGRP336"	-3.29238974526257	24	24	1.0017213230811	-3.6722719268776	-2.29495113476458	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"DGRP338"	-3.08567508751449	25	25	0.483419333520735	-3.33293678858027	-2.57441377276417	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"DGRP356"	-1.7399565916234	25	25	0.392187131391215	-2.28334581445542	-1.61771231647074	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"DGRP528"	-2.1581368039996	30	30	0.716329058736652	-2.63652735288664	-1.6572087806527	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch29_DGRP"	"DGRP837"	-2.52177133895114	23	23	0.442380328495294	-2.80671400760079	-2.18983384062232	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch31_DGRP"	"CS"	-1.49257896082346	17	17	0.565079049107523	-1.90018454514447	-1.11726775181712	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch31_DGRP"	"DGRP69"	-2.3702050541618	16	16	0.619090793946931	-2.62543214224461	-1.84688606977857	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch31_DGRP"	"DGRP217"	-1.10465054174003	23	23	0.439659061888129	-1.22207043317698	-0.746584101471433	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch31_DGRP"	"DGRP335"	-3.15828017341392	8	8	0.621585112760909	-3.46557907541984	-2.75042905734553	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch31_DGRP"	"DGRP361"	-1.72016006989226	10	10	0.467363697865623	-2.21854619788418	-1.44851636795655	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch31_DGRP"	"DGRP441"	-1.72105687560833	25	25	0.50104905664272	-1.96449571385485	-1.38310391685835	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch31_DGRP"	"DGRP492"	-2.1031086281357	13	13	0.222515367164651	-2.2531931871298	-2.06368566748381	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"PWakeLight__State_D2_D6"	"Batch31_DGRP"	"DGRP535"	-1.36036463800828	32	32	0.997219035995702	-1.90713840928986	-0.556945843010679	"PWakeLight"	"State_D2_D6"	"sleep_architecture"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP303"	0.0625	28	28	0.08957375	0.0291666666666667	0.255208333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP335"	-0.0104166666666667	4	4	0.07104125	-0.0520833333333333	0.0510416666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP307"	0.16875	24	24	0.16370375	0.0625	0.23125	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP362"	-0.0375	29	29	0.0432425	-0.0666666666666667	-0.0125	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP313"	-0.166666666666667	31	31	0.259455	-0.3	0.0375	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP358"	0.08125	22	22	0.1420825	-0.015625	0.136458333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP208"	0.26875	28	28	0.210035	0.120833333333333	0.363541666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP304"	0.0333333333333333	27	27	0.07413	-0.0229166666666667	0.0708333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP324"	0.0208333333333333	29	29	0.061775	-0.0166666666666667	0.0708333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP360"	0.175	23	23	0.0803075000000001	0.127083333333333	0.245833333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch1_DGRP"	"DGRP375"	-0.0229166666666667	22	22	0.05868625	-0.0947916666666667	0.00729166666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP774"	0.16875	26	26	0.16988125	0.059375	0.276041666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP301"	0.00416666666666671	23	23	0.160615	-0.11875	0.0854166666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4a_DGRP"	"DGRP705"	-0.0083333333333333	29	29	0.12355	-0.0583333333333333	0.0791666666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP799"	0.11875	30	30	0.1173725	0.0427083333333333	0.197916666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP714"	-0.0166666666666667	19	19	0.086485	-0.0729166666666667	0.03125	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP705"	-0.0333333333333333	12	12	0.05250875	-0.0635416666666667	0.00416666666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP859"	0.15	31	31	0.22239	-0.025	0.295833333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"CS"	0.0895833333333334	32	32	0.09575125	0.025	0.160416666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP786"	0.0166666666666667	27	27	0.02471	0	0.0333333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP852"	-0.0333333333333333	25	25	0.12355	-0.116666666666667	0.05	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch3_DGRP"	"DGRP365"	-0.129166666666667	23	23	0.0679525	-0.189583333333333	-0.0895833333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4a_DGRP"	"DGRP357"	0.0479166666666667	24	24	0.34594	-0.205208333333333	0.223958333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4a_DGRP"	"DGRP820"	0.0541666666666667	27	27	0.0803075	0.00625	0.145833333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4b_DGRP"	"DGRP380"	0.00416666666666665	17	17	0.111195	-0.0208333333333333	0.0916666666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4b_DGRP"	"DGRP555"	-0.0583333333333334	29	29	0.0926625	-0.108333333333333	0.0208333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4b_DGRP"	"DGRP765"	-0.2	19	19	0.1173725	-0.241666666666667	-0.0895833333333334	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4b_DGRP"	"DGRP399"	0.1625	19	19	0.09884	0.104166666666667	0.245833333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4b_DGRP"	"DGRP730"	0.147916666666667	28	28	0.17297	0.0322916666666667	0.267708333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP712"	0.1	22	22	0.08957375	0.0364583333333333	0.148958333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP391"	0.09375	16	16	0.1297275	-0.00208333333333334	0.172916666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP707"	0.00833333333333334	10	10	0.05250875	-0.0291666666666667	0.0354166666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP380"	-0.0333333333333333	22	22	0.09884	-0.06875	0.0645833333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP437"	0.0833333333333333	16	16	0.22239	-0.0958333333333333	0.185416666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP639"	0.05	14	14	0.12663875	-0.028125	0.125	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP732"	0.0354166666666667	28	28	0.14517125	-0.0458333333333333	0.173958333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP374"	0.05	26	26	0.1173725	-0.0114583333333333	0.140625	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch4c_DGRP"	"DGRP486"	0.0645833333333333	22	22	0.20694625	-0.065625	0.239583333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"DGRP59"	0.0333333333333333	27	27	0.07413	-0.0104166666666667	0.0958333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"DGRP101"	0.0583333333333333	27	27	0.09884	-0.0145833333333333	0.108333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"DGRP318"	0.16875	24	24	0.10810625	0.0447916666666667	0.221875	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"DGRP335"	-0.00416666666666667	17	17	0.037065	-0.0291666666666667	0.0208333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"DGRP338"	0.0145833333333333	14	14	0.037065	-0.00833333333333333	0.0333333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"DGRP584"	-0.0708333333333334	9	9	0.0926625	-0.1	-0.00833333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"DGRP796"	-0.075	22	22	0.1420825	-0.18125	0.00416666666666668	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"CS"	0.05	24	24	0.1297275	-0.0375	0.14375	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch6_DGRP"	"DGRP31"	0.03125	24	24	0.11428375	-0.01875	0.13125	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP843"	0.0354166666666667	22	22	0.061775	0.00208333333333333	0.0916666666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP379"	-0.0145833333333333	24	24	0.15134875	-0.103125	0.0916666666666666	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP441"	0.1	19	19	0.1544375	0.0208333333333333	0.20625	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"CS"	0.0458333333333333	21	21	0.1420825	-0.1	0.104166666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP517"	0.1	15	15	0.1173725	0.0145833333333333	0.160416666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP783"	0.183333333333333	30	30	0.1791475	0.0479166666666667	0.264583333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP897"	0.0916666666666667	24	24	0.0926625	0.0333333333333333	0.148958333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP913"	-0.05625	20	20	0.1050175	-0.103125	0.0145833333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP105"	-0.0291666666666667	20	20	0.28725375	-0.198958333333333	0.169791666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch5b_DGRP"	"DGRP310"	0.116666666666667	22	22	0.0926625	0.0479166666666667	0.160416666666667	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch7_DGRP"	"DGRP441"	-0.0125	19	19	0.086485	-0.05625	0.0333333333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch8_DGRP"	"DGRP136"	0.0416666666666667	22	22	0.09575125	-0.0239583333333333	0.075	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch8_DGRP"	"DGRP502"	-0.175	15	15	0.160615	-0.308333333333333	-0.11875	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch8_DGRP"	"DGRP513"	-0.225	15	15	0.2532775	-0.360416666666667	0.0645833333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch8_DGRP"	"DGRP832"	-0.00416666666666671	15	15	0.185325	-0.133333333333333	0.0770833333333334	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch8_DGRP"	"DGRP40"	0.0291666666666667	15	15	0.12355	-0.0416666666666667	0.10625	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
"SiestaMoving__D6_D1"	"Batch8_DGRP"	"DGRP181"	0.129166666666667	18	18	0.21312375	0.0135416666666667	0.339583333333333	"SiestaMoving"	"D6_D1"	"LD_transition"	"continuous"
