Genotype	value	n_batches	total_flies	phenotype
"DGRP531"	5.49553109238451	1	16	"LongestBoutDark__State_D2_D6"
"DGRP535"	4.92179686265286	2	51	"LongestBoutDark__State_D2_D6"
"DGRP551"	5.41361607470601	1	26	"LongestBoutDark__State_D2_D6"
"DGRP555"	4.59021832988101	2	45	"LongestBoutDark__State_D2_D6"
"DGRP559"	5.43457393444869	1	21	"LongestBoutDark__State_D2_D6"
"DGRP563"	4.16379859005218	1	28	"LongestBoutDark__State_D2_D6"
"DGRP566"	3.57645484873505	1	22	"LongestBoutDark__State_D2_D6"
"DGRP57"	5.72362341755104	1	21	"LongestBoutDark__State_D2_D6"
"DGRP584"	5.28442161510499	2	28	"LongestBoutDark__State_D2_D6"
"DGRP589"	5.16848476432614	1	21	"LongestBoutDark__State_D2_D6"
"DGRP59"	4.84093759016081	1	27	"LongestBoutDark__State_D2_D6"
"DGRP595"	3.68636724058812	1	28	"LongestBoutDark__State_D2_D6"
"DGRP596"	3.8143391446752	1	30	"LongestBoutDark__State_D2_D6"
"DGRP627"	5.38347021160213	1	17	"LongestBoutDark__State_D2_D6"
"DGRP630"	5.13624194747244	2	42	"LongestBoutDark__State_D2_D6"
"DGRP634"	4.92619109505726	1	24	"LongestBoutDark__State_D2_D6"
"DGRP639"	4.37195096795625	2	32	"LongestBoutDark__State_D2_D6"
"DGRP69"	5.40445463916571	2	32	"LongestBoutDark__State_D2_D6"
"DGRP703"	3.46244692271357	1	21	"LongestBoutDark__State_D2_D6"
"DGRP705"	5.64967685635575	2	41	"LongestBoutDark__State_D2_D6"
"DGRP707"	5.00373882359843	2	28	"LongestBoutDark__State_D2_D6"
"DGRP712"	3.65760119802207	2	39	"LongestBoutDark__State_D2_D6"
"DGRP714"	5.91179612147563	1	19	"LongestBoutDark__State_D2_D6"
"DGRP716"	5.28422312201743	1	19	"LongestBoutDark__State_D2_D6"
"DGRP721"	4.61900695681241	1	20	"LongestBoutDark__State_D2_D6"
"DGRP73"	5.82780622414379	2	26	"LongestBoutDark__State_D2_D6"
"DGRP730"	3.36870077088318	2	54	"LongestBoutDark__State_D2_D6"
"DGRP732"	4.392671229046	2	41	"LongestBoutDark__State_D2_D6"
"DGRP737"	4.573202054568	1	29	"LongestBoutDark__State_D2_D6"
"DGRP738"	4.04138478628315	1	25	"LongestBoutDark__State_D2_D6"
"DGRP748"	4.78669766876605	2	42	"LongestBoutDark__State_D2_D6"
"DGRP75"	4.80331305374909	1	24	"LongestBoutDark__State_D2_D6"
"DGRP757"	4.52250381384616	2	40	"LongestBoutDark__State_D2_D6"
"DGRP761"	5.65279675777471	1	17	"LongestBoutDark__State_D2_D6"
"DGRP765"	3.85451584449937	3	71	"LongestBoutDark__State_D2_D6"
"DGRP774"	4.88139927180547	1	26	"LongestBoutDark__State_D2_D6"
"DGRP776"	4.50911487229701	1	23	"LongestBoutDark__State_D2_D6"
"DGRP783"	4.79290225075347	2	56	"LongestBoutDark__State_D2_D6"
"DGRP786"	4.90570735724443	1	27	"LongestBoutDark__State_D2_D6"
"DGRP787"	4.84437129539165	1	29	"LongestBoutDark__State_D2_D6"
"DGRP790"	5.57849397574685	1	20	"LongestBoutDark__State_D2_D6"
"DGRP796"	4.77556706172478	1	22	"LongestBoutDark__State_D2_D6"
"DGRP799"	4.20793458986968	1	29	"LongestBoutDark__State_D2_D6"
"DGRP801"	5.70417186255124	1	24	"LongestBoutDark__State_D2_D6"
"DGRP802"	5.1318400999808	1	23	"LongestBoutDark__State_D2_D6"
"DGRP805"	5.5706557170449	1	26	"LongestBoutDark__State_D2_D6"
"DGRP808"	4.48331467387112	1	24	"LongestBoutDark__State_D2_D6"
"DGRP810"	4.07243698409138	1	30	"LongestBoutDark__State_D2_D6"
"DGRP812"	5.08144554041137	1	17	"LongestBoutDark__State_D2_D6"
"DGRP818"	4.78218620186326	1	18	"LongestBoutDark__State_D2_D6"
"DGRP819"	5.10896539151536	1	31	"LongestBoutDark__State_D2_D6"
"DGRP820"	3.77191897825348	2	43	"LongestBoutDark__State_D2_D6"
"DGRP821"	5.74862219613153	2	30	"LongestBoutDark__State_D2_D6"
"DGRP822"	5.68433625794053	1	28	"LongestBoutDark__State_D2_D6"
"DGRP83"	5.00612529656105	1	17	"LongestBoutDark__State_D2_D6"
"DGRP832"	3.91355879210675	2	25	"LongestBoutDark__State_D2_D6"
"DGRP837"	5.64191121797957	2	36	"LongestBoutDark__State_D2_D6"
"DGRP843"	3.55172331135518	1	22	"LongestBoutDark__State_D2_D6"
"DGRP85"	4.25714602611414	1	21	"LongestBoutDark__State_D2_D6"
"DGRP850"	5.31799213555388	1	18	"LongestBoutDark__State_D2_D6"
"DGRP852"	4.66953095056981	1	25	"LongestBoutDark__State_D2_D6"
"DGRP855"	3.3431168520819	1	22	"LongestBoutDark__State_D2_D6"
"DGRP857"	4.05873324233342	1	28	"LongestBoutDark__State_D2_D6"
"DGRP859"	3.80015523221853	1	31	"LongestBoutDark__State_D2_D6"
"DGRP861"	4.54531264401788	1	20	"LongestBoutDark__State_D2_D6"
"DGRP879"	5.7982125292013	1	19	"LongestBoutDark__State_D2_D6"
"DGRP88"	4.62877483931277	1	22	"LongestBoutDark__State_D2_D6"
"DGRP890"	4.49956001062705	2	55	"LongestBoutDark__State_D2_D6"
"DGRP897"	4.78789186900695	1	24	"LongestBoutDark__State_D2_D6"
"DGRP900"	4.73846257186507	1	28	"LongestBoutDark__State_D2_D6"
"DGRP907"	4.44652485474948	1	30	"LongestBoutDark__State_D2_D6"
"DGRP908"	5.5413053086542	1	18	"LongestBoutDark__State_D2_D6"
"DGRP91"	5.85475843143179	1	25	"LongestBoutDark__State_D2_D6"
"DGRP911"	3.2753566046555	1	24	"LongestBoutDark__State_D2_D6"
"DGRP913"	4.42500645515136	1	20	"LongestBoutDark__State_D2_D6"
"DGRP93"	5.00087068319346	1	30	"LongestBoutDark__State_D2_D6"
"DGRP100"	-0.635918914205548	1	28	"LongestBoutDark__D6_D1"
"DGRP101"	0.260312313653735	1	27	"LongestBoutDark__D6_D1"
"DGRP105"	-0.219865554264965	1	20	"LongestBoutDark__D6_D1"
"DGRP109"	-0.662611509592568	1	30	"LongestBoutDark__D6_D1"
"DGRP129"	0.170422286053782	1	29	"LongestBoutDark__D6_D1"
"DGRP136"	-0.150245819978773	1	22	"LongestBoutDark__D6_D1"
"DGRP142"	-0.392123091495258	1	30	"LongestBoutDark__D6_D1"
"DGRP149"	-0.397729501063818	1	29	"LongestBoutDark__D6_D1"
"DGRP161"	-0.0475717740131225	2	35	"LongestBoutDark__D6_D1"
"DGRP176"	0.770082298938623	1	29	"LongestBoutDark__D6_D1"
"DGRP181"	0.386268836955663	2	42	"LongestBoutDark__D6_D1"
"DGRP189"	-0.258685144030409	2	38	"LongestBoutDark__D6_D1"
"DGRP195"	-0.220782579734887	2	33	"LongestBoutDark__D6_D1"
"DGRP208"	-0.424505601997008	2	52	"LongestBoutDark__D6_D1"
"DGRP21"	-0.448100335959957	1	17	"LongestBoutDark__D6_D1"
"DGRP217"	-0.490864884459916	2	41	"LongestBoutDark__D6_D1"
"DGRP228"	-1.20041125167922	1	23	"LongestBoutDark__D6_D1"
"DGRP229"	-0.328633254555053	1	30	"LongestBoutDark__D6_D1"
"DGRP235"	0.432495537173706	2	28	"LongestBoutDark__D6_D1"
"DGRP239"	-0.158978323656451	2	44	"LongestBoutDark__D6_D1"
"DGRP26"	-0.000630214299646173	2	39	"LongestBoutDark__D6_D1"
"DGRP280"	-0.797132983073128	1	27	"LongestBoutDark__D6_D1"
"DGRP287"	-0.607862167336319	1	24	"LongestBoutDark__D6_D1"
"DGRP301"	0.216154302303343	1	23	"LongestBoutDark__D6_D1"
"DGRP303"	-0.258686783727666	2	42	"LongestBoutDark__D6_D1"
"DGRP304"	-0.0430571104446682	2	48	"LongestBoutDark__D6_D1"
"DGRP306"	-0.188516847512938	1	30	"LongestBoutDark__D6_D1"
"DGRP307"	-0.472218843627389	2	51	"LongestBoutDark__D6_D1"
"DGRP309"	-0.441093135064544	2	40	"LongestBoutDark__D6_D1"
"DGRP31"	0.0463323300845432	1	24	"LongestBoutDark__D6_D1"
"DGRP310"	-0.573676054261363	2	49	"LongestBoutDark__D6_D1"
"DGRP313"	0.0919916815274376	2	58	"LongestBoutDark__D6_D1"
"DGRP317"	-0.986754821758051	1	25	"LongestBoutDark__D6_D1"
"DGRP318"	-1.05351377161392	1	24	"LongestBoutDark__D6_D1"
"DGRP319"	-0.00336307006314085	3	44	"LongestBoutDark__D6_D1"
"DGRP32"	-0.913627651396266	1	29	"LongestBoutDark__D6_D1"
"DGRP320"	-0.374728615185052	2	31	"LongestBoutDark__D6_D1"
"DGRP321"	-0.416571114219452	2	47	"LongestBoutDark__D6_D1"
"DGRP324"	-0.107077073433048	2	55	"LongestBoutDark__D6_D1"
"DGRP332"	0.0916133601100273	2	39	"LongestBoutDark__D6_D1"
"DGRP335"	-0.425318912866113	3	40	"LongestBoutDark__D6_D1"
"DGRP336"	-0.289657182254558	4	61	"LongestBoutDark__D6_D1"
"DGRP338"	-0.0573406133283064	2	39	"LongestBoutDark__D6_D1"
"DGRP348"	0.398249635721634	1	20	"LongestBoutDark__D6_D1"
"DGRP350"	0.0897656308521884	1	20	"LongestBoutDark__D6_D1"
"DGRP352"	-0.171413482376743	1	21	"LongestBoutDark__D6_D1"
"DGRP354"	-0.407522076770637	2	51	"LongestBoutDark__D6_D1"
"DGRP355"	-0.304920551329892	1	29	"LongestBoutDark__D6_D1"
"DGRP356"	-0.605476167465836	2	44	"LongestBoutDark__D6_D1"
"DGRP357"	1.36112500394415	1	24	"LongestBoutDark__D6_D1"
"DGRP358"	0.376630715389941	2	47	"LongestBoutDark__D6_D1"
"DGRP359"	0.180902549277169	1	23	"LongestBoutDark__D6_D1"
"DGRP360"	0.252275200737253	2	47	"LongestBoutDark__D6_D1"
"DGRP361"	-0.178506792275364	2	27	"LongestBoutDark__D6_D1"
"DGRP362"	0.083295124439458	2	59	"LongestBoutDark__D6_D1"
"DGRP365"	0.442063751241666	1	23	"LongestBoutDark__D6_D1"
"DGRP370"	-0.230812579176172	1	25	"LongestBoutDark__D6_D1"
"DGRP371"	-1.59528371694806	1	28	"LongestBoutDark__D6_D1"
"DGRP373"	-0.0708801830227509	1	24	"LongestBoutDark__D6_D1"
"DGRP374"	-0.736542591145522	1	26	"LongestBoutDark__D6_D1"
"DGRP375"	-0.206054184626457	2	44	"LongestBoutDark__D6_D1"
"DGRP377"	-0.110680283129016	1	22	"LongestBoutDark__D6_D1"
"DGRP379"	0.138783974170274	1	24	"LongestBoutDark__D6_D1"
"DGRP38"	-0.487547501736643	1	25	"LongestBoutDark__D6_D1"
"DGRP380"	-0.287788176606799	3	63	"LongestBoutDark__D6_D1"
"DGRP381"	0.494946770297773	1	28	"LongestBoutDark__D6_D1"
"DGRP382"	0.100170269718574	2	32	"LongestBoutDark__D6_D1"
"DGRP383"	-0.148207298889026	1	21	"LongestBoutDark__D6_D1"
"DGRP385"	-0.698153091002433	1	29	"LongestBoutDark__D6_D1"
"DGRP386"	-0.0805338434596185	2	41	"LongestBoutDark__D6_D1"
"DGRP390"	-0.339446420178972	1	23	"LongestBoutDark__D6_D1"
"DGRP391"	-0.189829926272152	4	91	"LongestBoutDark__D6_D1"
"DGRP392"	-0.429458481010517	1	31	"LongestBoutDark__D6_D1"
"DGRP395"	-0.443361386179515	1	25	"LongestBoutDark__D6_D1"
"DGRP397"	-0.681107342875207	1	30	"LongestBoutDark__D6_D1"
"DGRP399"	-1.04268918936033	2	46	"LongestBoutDark__D6_D1"
"DGRP40"	-0.130852777269177	3	50	"LongestBoutDark__D6_D1"
"DGRP405"	-0.614996471572022	1	24	"LongestBoutDark__D6_D1"
"DGRP406"	-0.0236454257762765	1	22	"LongestBoutDark__D6_D1"
"DGRP409"	-0.14782173313245	2	34	"LongestBoutDark__D6_D1"
"DGRP41"	0.163054125399715	1	25	"LongestBoutDark__D6_D1"
"DGRP426"	-1.10045742834746	1	15	"LongestBoutDark__D6_D1"
"DGRP427"	-0.514222348507865	1	22	"LongestBoutDark__D6_D1"
"DGRP437"	-0.554005775563411	3	52	"LongestBoutDark__D6_D1"
"DGRP439"	-0.264583837820286	1	27	"LongestBoutDark__D6_D1"
"DGRP440"	-0.126635912493137	1	25	"LongestBoutDark__D6_D1"
"DGRP441"	0.185033825651234	3	63	"LongestBoutDark__D6_D1"
"DGRP443"	-0.013203665480976	1	25	"LongestBoutDark__D6_D1"
"DGRP45"	-0.0111471206549145	1	25	"LongestBoutDark__D6_D1"
"DGRP461"	-0.131777465911973	1	14	"LongestBoutDark__D6_D1"
"DGRP48"	-0.940602556408801	1	22	"LongestBoutDark__D6_D1"
"DGRP486"	-0.640212351836974	2	38	"LongestBoutDark__D6_D1"
"DGRP491"	-0.101017168735623	2	39	"LongestBoutDark__D6_D1"
"DGRP492"	-0.280602405790713	3	42	"LongestBoutDark__D6_D1"
"DGRP502"	0.447879260350083	2	43	"LongestBoutDark__D6_D1"
"DGRP505"	0.0642530273550216	1	20	"LongestBoutDark__D6_D1"
"DGRP509"	-1.90087717539316	1	22	"LongestBoutDark__D6_D1"
"DGRP513"	0.972538661003156	3	55	"LongestBoutDark__D6_D1"
"DGRP517"	0.198592912831455	2	41	"LongestBoutDark__D6_D1"
"DGRP528"	-0.0986656477345662	2	44	"LongestBoutDark__D6_D1"
"DGRP531"	0.476796875304386	1	16	"LongestBoutDark__D6_D1"
"DGRP535"	-0.281874438684591	2	51	"LongestBoutDark__D6_D1"
"DGRP551"	0.0415095539671542	1	26	"LongestBoutDark__D6_D1"
"DGRP555"	0.107025977571001	2	45	"LongestBoutDark__D6_D1"
"DGRP559"	-0.436293246316243	1	21	"LongestBoutDark__D6_D1"
"DGRP563"	-0.629845408025368	1	28	"LongestBoutDark__D6_D1"
"DGRP566"	-1.49346428042117	1	23	"LongestBoutDark__D6_D1"
"DGRP57"	-0.245975227313805	1	21	"LongestBoutDark__D6_D1"
"DGRP584"	-0.332544381575584	2	28	"LongestBoutDark__D6_D1"
"DGRP589"	0.178824895269616	1	21	"LongestBoutDark__D6_D1"
"DGRP59"	-0.751847882155656	1	27	"LongestBoutDark__D6_D1"
"DGRP595"	-0.134562922845697	1	30	"LongestBoutDark__D6_D1"
"DGRP596"	-0.672980828682836	1	30	"LongestBoutDark__D6_D1"
"DGRP627"	0.587729551631369	1	17	"LongestBoutDark__D6_D1"
"DGRP630"	-0.0796247842503679	2	42	"LongestBoutDark__D6_D1"
"DGRP634"	-0.121534920961463	1	24	"LongestBoutDark__D6_D1"
"DGRP639"	-1.0022871192068	2	32	"LongestBoutDark__D6_D1"
"DGRP69"	0.217209697343736	2	32	"LongestBoutDark__D6_D1"
"DGRP703"	-0.983488261461125	1	24	"LongestBoutDark__D6_D1"
"DGRP705"	0.251373592973374	2	41	"LongestBoutDark__D6_D1"
"DGRP707"	-0.403004276310611	2	28	"LongestBoutDark__D6_D1"
"DGRP712"	-0.725339878700999	2	39	"LongestBoutDark__D6_D1"
"DGRP714"	0.189721045235192	1	19	"LongestBoutDark__D6_D1"
"DGRP716"	0.255101419434898	1	19	"LongestBoutDark__D6_D1"
"DGRP721"	-0.514124230960923	1	21	"LongestBoutDark__D6_D1"
"DGRP73"	0.862615879783199	2	26	"LongestBoutDark__D6_D1"
"DGRP730"	-0.710447038836632	2	55	"LongestBoutDark__D6_D1"
"DGRP732"	-1.20413339043288	2	41	"LongestBoutDark__D6_D1"
"DGRP737"	-0.168629036650562	1	29	"LongestBoutDark__D6_D1"
"DGRP738"	-0.489005298597796	1	27	"LongestBoutDark__D6_D1"
"DGRP748"	-0.410737591145126	2	42	"LongestBoutDark__D6_D1"
"DGRP75"	-0.56100445738294	1	24	"LongestBoutDark__D6_D1"
"DGRP757"	-0.653530183802914	2	40	"LongestBoutDark__D6_D1"
"DGRP761"	-0.0807640769818874	1	17	"LongestBoutDark__D6_D1"
"DGRP765"	0.59116540528009	3	70	"LongestBoutDark__D6_D1"
"DGRP774"	0.299426175544127	1	26	"LongestBoutDark__D6_D1"
"DGRP776"	-0.309329818314903	1	23	"LongestBoutDark__D6_D1"
"DGRP783"	-0.409482603110201	2	56	"LongestBoutDark__D6_D1"
"DGRP786"	0.400391054841097	1	27	"LongestBoutDark__D6_D1"
"DGRP787"	0.0707092005836369	1	29	"LongestBoutDark__D6_D1"
"DGRP790"	-0.16580650998813	1	20	"LongestBoutDark__D6_D1"
"DGRP796"	-0.0528177256207961	1	22	"LongestBoutDark__D6_D1"
"DGRP799"	-0.268711386977376	1	30	"LongestBoutDark__D6_D1"
"DGRP801"	0.559199563659923	1	24	"LongestBoutDark__D6_D1"
"DGRP802"	-0.0459862932638258	1	23	"LongestBoutDark__D6_D1"
"DGRP805"	0.0427780812351778	1	26	"LongestBoutDark__D6_D1"
"DGRP808"	-0.0742118655506509	1	24	"LongestBoutDark__D6_D1"
"DGRP810"	-0.399593356043295	1	30	"LongestBoutDark__D6_D1"
"DGRP812"	0.133727068181068	1	17	"LongestBoutDark__D6_D1"
"DGRP818"	0.218154725108798	1	18	"LongestBoutDark__D6_D1"
"DGRP819"	-0.187569828774407	1	31	"LongestBoutDark__D6_D1"
"DGRP820"	-0.737496654855681	2	44	"LongestBoutDark__D6_D1"
"DGRP821"	0.175531934458733	2	30	"LongestBoutDark__D6_D1"
"DGRP822"	0.000886643319428421	1	28	"LongestBoutDark__D6_D1"
"DGRP83"	-0.470481438093659	1	17	"LongestBoutDark__D6_D1"
"DGRP832"	-0.535384834508792	2	25	"LongestBoutDark__D6_D1"
"DGRP837"	-0.07458210535079	2	36	"LongestBoutDark__D6_D1"
"DGRP843"	-0.888673214127484	1	22	"LongestBoutDark__D6_D1"
"DGRP85"	-0.168302243960735	1	21	"LongestBoutDark__D6_D1"
"DGRP850"	-0.235069310981232	1	19	"LongestBoutDark__D6_D1"
"DGRP852"	0.34621912043237	1	25	"LongestBoutDark__D6_D1"
"DGRP855"	-0.0578485222974122	1	22	"LongestBoutDark__D6_D1"
"DGRP857"	-0.833480748437382	1	28	"LongestBoutDark__D6_D1"
"DGRP859"	-0.222912552351581	1	31	"LongestBoutDark__D6_D1"
"DGRP861"	-0.100570134837521	1	19	"LongestBoutDark__D6_D1"
"DGRP879"	0.218533958281728	1	19	"LongestBoutDark__D6_D1"
"DGRP88"	0.154043911245878	1	22	"LongestBoutDark__D6_D1"
"DGRP890"	0.348974008566807	2	55	"LongestBoutDark__D6_D1"
"DGRP897"	-0.404003805278122	1	24	"LongestBoutDark__D6_D1"
"DGRP900"	-0.307032604879992	1	28	"LongestBoutDark__D6_D1"
"DGRP907"	-0.227175710088502	1	30	"LongestBoutDark__D6_D1"
"DGRP908"	0.208051663679138	1	18	"LongestBoutDark__D6_D1"
"DGRP91"	0.242219987593833	1	25	"LongestBoutDark__D6_D1"
"DGRP911"	-0.660035670686802	1	24	"LongestBoutDark__D6_D1"
"DGRP913"	0.684887287230647	1	20	"LongestBoutDark__D6_D1"
"DGRP93"	-0.507576112621968	1	30	"LongestBoutDark__D6_D1"
"DGRP100"	-0.434863476531679	1	28	"LongestBoutDark__Late2_Early2"
"DGRP101"	-0.073422984568086	1	27	"LongestBoutDark__Late2_Early2"
"DGRP105"	-0.412467281869796	1	20	"LongestBoutDark__Late2_Early2"
"DGRP109"	-0.740698803919526	1	30	"LongestBoutDark__Late2_Early2"
"DGRP129"	-0.0148997708837734	1	29	"LongestBoutDark__Late2_Early2"
"DGRP136"	-0.643390217845638	1	22	"LongestBoutDark__Late2_Early2"
"DGRP142"	-0.609539465103057	1	30	"LongestBoutDark__Late2_Early2"
"DGRP149"	-0.563538327303608	1	29	"LongestBoutDark__Late2_Early2"
"DGRP161"	0.369645663923506	2	35	"LongestBoutDark__Late2_Early2"
"DGRP176"	0.866670365260706	1	29	"LongestBoutDark__Late2_Early2"
"DGRP181"	0.137404693915477	2	42	"LongestBoutDark__Late2_Early2"
"DGRP189"	-0.142026686130788	2	38	"LongestBoutDark__Late2_Early2"
"DGRP195"	-0.241881790194279	2	33	"LongestBoutDark__Late2_Early2"
"DGRP208"	-0.200473002592724	2	51	"LongestBoutDark__Late2_Early2"
"DGRP21"	0.125717728377351	1	17	"LongestBoutDark__Late2_Early2"
"DGRP217"	-0.533781611011398	2	41	"LongestBoutDark__Late2_Early2"
"DGRP228"	-1.02453236231698	1	23	"LongestBoutDark__Late2_Early2"
"DGRP229"	-0.461983656838308	1	30	"LongestBoutDark__Late2_Early2"
"DGRP235"	0.378057152866989	2	28	"LongestBoutDark__Late2_Early2"
"DGRP239"	-0.346224260430288	2	44	"LongestBoutDark__Late2_Early2"
"DGRP26"	-0.0912482775775862	2	39	"LongestBoutDark__Late2_Early2"
"DGRP280"	-0.220341245080684	1	27	"LongestBoutDark__Late2_Early2"
"DGRP287"	-0.640897840491024	1	24	"LongestBoutDark__Late2_Early2"
"DGRP301"	0.122417996334861	1	23	"LongestBoutDark__Late2_Early2"
"DGRP303"	-0.193011138921761	2	42	"LongestBoutDark__Late2_Early2"
"DGRP304"	-0.0746193272924459	2	48	"LongestBoutDark__Late2_Early2"
"DGRP306"	0.248325291554775	1	30	"LongestBoutDark__Late2_Early2"
"DGRP307"	-0.428647013835631	2	51	"LongestBoutDark__Late2_Early2"
"DGRP309"	-0.331578531825755	2	40	"LongestBoutDark__Late2_Early2"
"DGRP31"	-0.0044106827213799	1	24	"LongestBoutDark__Late2_Early2"
"DGRP310"	-0.344081276108474	2	49	"LongestBoutDark__Late2_Early2"
"DGRP313"	0.0157566065914351	2	58	"LongestBoutDark__Late2_Early2"
"DGRP317"	-0.410620088034181	1	25	"LongestBoutDark__Late2_Early2"
"DGRP318"	-0.85838962979434	1	24	"LongestBoutDark__Late2_Early2"
"DGRP319"	-0.0797231815547117	3	44	"LongestBoutDark__Late2_Early2"
"DGRP32"	-0.70391740718681	1	29	"LongestBoutDark__Late2_Early2"
"DGRP320"	-0.22497028269249	2	31	"LongestBoutDark__Late2_Early2"
"DGRP321"	-0.277541067426092	2	47	"LongestBoutDark__Late2_Early2"
"DGRP324"	0.00389401675330468	2	55	"LongestBoutDark__Late2_Early2"
"DGRP332"	-0.00109299695521263	2	39	"LongestBoutDark__Late2_Early2"
"DGRP335"	-0.226846003085073	3	40	"LongestBoutDark__Late2_Early2"
"DGRP336"	-0.254617529331962	4	61	"LongestBoutDark__Late2_Early2"
"DGRP338"	-0.104610835477929	2	39	"LongestBoutDark__Late2_Early2"
"DGRP348"	0.218040753307632	1	20	"LongestBoutDark__Late2_Early2"
"DGRP350"	-0.0220779946763722	1	20	"LongestBoutDark__Late2_Early2"
"DGRP352"	-0.301788456617313	1	21	"LongestBoutDark__Late2_Early2"
"DGRP354"	-0.273871768163555	2	51	"LongestBoutDark__Late2_Early2"
"DGRP355"	-0.206543152129253	1	29	"LongestBoutDark__Late2_Early2"
"DGRP356"	-0.645701073926076	2	44	"LongestBoutDark__Late2_Early2"
"DGRP357"	1.13347463324779	1	24	"LongestBoutDark__Late2_Early2"
"DGRP358"	0.444555555920654	2	47	"LongestBoutDark__Late2_Early2"
"DGRP359"	-0.0903201487988278	1	23	"LongestBoutDark__Late2_Early2"
"DGRP360"	0.331720834176011	2	47	"LongestBoutDark__Late2_Early2"
"DGRP361"	-0.0744979982858878	2	27	"LongestBoutDark__Late2_Early2"
"DGRP362"	0.0109029551860853	2	59	"LongestBoutDark__Late2_Early2"
"DGRP365"	0.129018256916442	1	23	"LongestBoutDark__Late2_Early2"
"DGRP370"	-0.236874179464888	1	25	"LongestBoutDark__Late2_Early2"
"DGRP371"	-1.76438322558921	1	27	"LongestBoutDark__Late2_Early2"
"DGRP373"	0.260415208028553	1	24	"LongestBoutDark__Late2_Early2"
"DGRP374"	-0.51302975493356	1	26	"LongestBoutDark__Late2_Early2"
"DGRP375"	-0.21307069095638	2	44	"LongestBoutDark__Late2_Early2"
"DGRP377"	-0.304831313588618	1	22	"LongestBoutDark__Late2_Early2"
"DGRP379"	0.100448617304446	1	24	"LongestBoutDark__Late2_Early2"
"DGRP38"	-0.329744576739233	1	25	"LongestBoutDark__Late2_Early2"
"DGRP380"	-0.26272243598252	3	63	"LongestBoutDark__Late2_Early2"
"DGRP381"	0.348987785930184	1	28	"LongestBoutDark__Late2_Early2"
"DGRP382"	-0.0541960935026833	2	32	"LongestBoutDark__Late2_Early2"
"DGRP383"	0.115859460787872	1	21	"LongestBoutDark__Late2_Early2"
"DGRP385"	-0.655086399561434	1	29	"LongestBoutDark__Late2_Early2"
"DGRP386"	-0.0732612381814912	2	41	"LongestBoutDark__Late2_Early2"
"DGRP390"	-0.345024445783874	1	23	"LongestBoutDark__Late2_Early2"
"DGRP391"	9.89927185546594e-05	4	91	"LongestBoutDark__Late2_Early2"
"DGRP392"	-0.00368293466906302	1	31	"LongestBoutDark__Late2_Early2"
"DGRP395"	-0.422126478855307	1	25	"LongestBoutDark__Late2_Early2"
"DGRP397"	-0.316915303712804	1	30	"LongestBoutDark__Late2_Early2"
"DGRP399"	-0.626578466926951	2	46	"LongestBoutDark__Late2_Early2"
"DGRP40"	-0.034693432203559	3	50	"LongestBoutDark__Late2_Early2"
"DGRP405"	-0.241336707112225	1	24	"LongestBoutDark__Late2_Early2"
"DGRP406"	0.25816830872824	1	22	"LongestBoutDark__Late2_Early2"
"DGRP409"	0.0528825340840572	2	34	"LongestBoutDark__Late2_Early2"
"DGRP41"	-0.0247945281565974	1	25	"LongestBoutDark__Late2_Early2"
"DGRP426"	-0.575271483624315	1	15	"LongestBoutDark__Late2_Early2"
"DGRP427"	-0.347540635229553	1	22	"LongestBoutDark__Late2_Early2"
"DGRP437"	-0.500530880274835	3	52	"LongestBoutDark__Late2_Early2"
"DGRP439"	-0.106109608498308	1	27	"LongestBoutDark__Late2_Early2"
"DGRP440"	-0.00894537482677408	1	25	"LongestBoutDark__Late2_Early2"
"DGRP441"	0.0347532287546559	3	63	"LongestBoutDark__Late2_Early2"
"DGRP443"	0.201182723394598	1	25	"LongestBoutDark__Late2_Early2"
"DGRP45"	-0.131802797534022	1	25	"LongestBoutDark__Late2_Early2"
"DGRP461"	-0.123429142083536	1	14	"LongestBoutDark__Late2_Early2"
"DGRP48"	-0.908393514031624	1	22	"LongestBoutDark__Late2_Early2"
"DGRP486"	-0.61383269369949	2	38	"LongestBoutDark__Late2_Early2"
"DGRP491"	-0.127300432690931	2	39	"LongestBoutDark__Late2_Early2"
"DGRP492"	-0.0567689907152133	3	42	"LongestBoutDark__Late2_Early2"
"DGRP502"	0.323463683275059	2	43	"LongestBoutDark__Late2_Early2"
"DGRP505"	-0.00378536458346018	1	20	"LongestBoutDark__Late2_Early2"
"DGRP509"	-1.16572668811663	1	21	"LongestBoutDark__Late2_Early2"
